id_player,distance_covered(km/h),top_speed,minutes_played,matches_appareance
250117705,18.35,33.09,151,3
98023,20.48,31.41,149,3
250113103,19.88,31.75,149,3
250082469,18.3,30.83,149,3
250042632,16.75,31.15,149,2
250115436,20.59,30.67,148,3
250081555,17.62,31.75,146,3
250174063,18.77,34.08,144,3
250124169,17.22,31.92,144,2
250124430,17.88,31.72,143,3
250177722,17.4,31.4,143,2
250106649,17.7,33.78,142,3
250086789,18.84,32.81,141,3
250104939,17.35,29.78,141,2
250019616,21.44,28.23,140,4
250166754,19.76,29.37,139,3
250079383,17.19,32.27,139,3
102153,14.68,32.43,139,2
250166930,19.12,30.85,138,3
250138653,17.59,34.09,138,3
250061361,17.17,32.65,137,3
250058220,16.89,32.25,135,3
250127347,16.8,35.14,135,2
250156002,15.7,31.67,135,2
250124222,17.37,34.09,132,3
250173502,17.53,30.93,131,3
250114167,17.35,31.37,131,3
250128270,16.26,34.9,131,3
250115134,17.01,30.37,130,2
250154416,17.1,30.75,128,3
250189047,15.98,33.58,127,3
250164835,17.42,30.79,127,2
250156235,16.14,30.01,126,3
250042631,16.57,31.68,125,3
250088150,16.17,31.33,125,3
1903428,14.4,33.16,125,2
250124849,17.47,31.38,124,3
250055957,16.61,32.19,123,3
250079670,14.71,33.04,123,2
250198114,15.73,29.05,123,2
250187184,13.75,33.84,120,3
250197796,14.1,29.62,120,2
1906768,16.45,29.33,120,2
250187837,14.44,35.62,120,2
250007075,7.84,25.03,120,2
250116067,18.53,30.38,119,2
250128385,14.71,32.34,118,4
250163447,15.3,33.7,118,3
250101728,12.68,31.96,118,2
250105167,14.82,33.01,117,4
250166916,15.17,34.53,117,3
250058270,14.58,31.43,117,2
250132309,14.03,35.05,117,2
250039931,12.59,32.72,117,2
250161141,15.54,30.92,116,3
250188246,14.78,33.26,116,2
250052957,12.48,31.78,116,2
250168465,17.41,30.9,114,4
250113142,13.17,33.17,114,3
250183092,13.87,32.41,110,4
250057117,15.31,31.11,108,2
250010223,14.19,29.21,107,3
250014636,15.4,28.77,106,2
250153851,12.3,34.42,106,2
250132195,13.29,33.18,105,3
250023551,12.49,31.68,105,2
250174830,13.73,30.53,104,2
250117511,12.8,33.93,104,2
250117406,14.54,30.9,103,4
250071671,14.76,32.03,103,3
250128409,13.66,33.45,103,3
250067629,12.74,33.26,103,3
250154302,11.3,31.05,103,2
250042329,12.79,29.5,102,2
250162177,14.16,32.85,101,3
250055110,13.81,32.95,101,3
250128398,13.47,31.01,101,2
250127239,12.11,29.52,101,2
250088320,11.99,32.03,101,2
250133390,10.01,31.84,99,3
250115487,10.85,31.67,99,2
250104089,13.54,30.34,98,3
250099459,13.55,31.4,97,3
250066157,12.41,32.24,97,3
250123978,10.99,32.81,97,2
250080471,12.54,31.8,97,2
250067334,11.21,30.79,96,2
250132322,11.15,31.5,96,2
250106935,13.67,30.44,94,3
250128468,10.99,31.57,94,2
250092194,11.58,33.78,92,2
250134728,11.67,32.73,92,2
250065413,11.34,32.26,92,2
250115948,11.33,33.27,91,2
250192048,10.95,30.99,91,2
250188225,10.38,32.07,90,3
250110894,12.27,32.25,90,1
250129343,12.45,31.14,90,1
250082664,12.0,31.66,90,1
250054969,11.6,27.72,90,1
250019346,11.5,28.45,90,1
250052849,11.02,31.85,90,1
250102417,10.62,30.78,90,1
250186123,10.43,29.03,90,1
250073778,10.42,28.15,90,1
250177879,10.38,30.19,90,1
250112513,10.37,29.63,90,1
108908,9.93,28.06,90,1
250182606,9.49,33.16,90,1
250055149,9.42,29.06,90,1
250174737,6.82,21.91,90,1
250029377,6.21,22.01,90,1
250090101,6.02,23.96,90,1
250081931,5.53,24.46,90,1
250138250,5.5,22.2,90,1
250117491,5.44,22.15,90,1
250007631,5.11,24.12,90,1
250079112,4.94,20.63,90,1
250089688,9.16,31.36,89,1
250121552,11.39,30.8,86,3
250146926,11.12,30.91,86,3
250064273,10.79,30.28,85,3
250113947,12.14,28.79,85,2
1905643,10.42,31.62,85,1
250063617,9.39,32.29,84,1
250132810,9.8,33.22,83,1
250003318,10.75,31.73,82,2
250089719,9.68,31.79,82,1
250137525,9.7,33.33,81,2
250118281,9.44,29.92,80,3
250172340,9.89,32.6,80,2
250068805,9.84,32.62,79,2
250199902,10.31,30.69,79,1
250101472,10.85,33.92,78,3
250193518,10.83,31.92,78,3
250091175,10.8,33.27,77,3
250132886,9.69,31.46,77,2
250178782,8.96,30.32,77,1
250186923,8.61,30.14,77,1
250063984,9.49,33.83,76,3
1902685,10.53,28.97,75,2
250067295,10.45,30.13,75,2
250193531,10.12,31.13,75,2
250054949,9.47,33.39,75,2
103806,9.09,33.07,75,1
250077453,10.33,33.51,74,3
250174849,9.91,28.03,74,2
250027008,8.31,30.81,74,1
250090809,9.16,32.04,73,2
250121329,8.92,32.09,73,1
250142158,9.94,30.87,72,3
250123910,10.66,33.25,71,4
250080572,10.58,29.17,71,2
250187671,10.4,31.58,70,2
250112117,9.82,30.16,70,2
250193506,9.66,34.11,70,2
250058044,8.66,32.23,70,2
250194573,8.66,33.29,67,2
250015966,8.92,30.54,66,3
250118797,7.78,32.86,66,2
250055899,3.92,22.91,66,1
250105686,8.78,33.5,65,2
250163731,7.63,32.15,65,2
250197958,8.82,31.83,65,1
250090719,8.35,30.87,65,1
250117415,8.71,31.66,64,2
250138985,8.19,31.95,63,2
250107324,8.9,31.28,62,3
250101313,8.09,32.54,62,1
250105890,8.06,27.82,62,1
250063957,7.68,28.86,62,1
250080570,7.97,30.78,61,2
250164780,8.47,31.81,61,1
250097337,7.82,31.33,59,3
250022869,10.77,31.54,58,4
250144297,8.61,31.99,58,3
250141610,7.85,33.41,58,2
250162865,8.53,33.85,57,3
250177423,7.41,30.88,57,1
250198501,8.01,33.48,56,3
250014114,6.46,30.65,56,1
250193519,7.05,29.54,53,2
250171045,7.03,33.51,53,1
250197264,7.9,33.63,52,2
250135615,6.85,31.1,51,2
250102901,6.62,34.74,51,2
250008901,7.16,32.25,51,2
250117806,8.48,31.11,50,3
250153701,6.69,35.87,50,2
250101696,7.5,31.17,49,3
250176491,7.47,31.53,49,1
250129735,7.17,31.67,48,2
250020850,6.59,27.61,47,2
250174851,6.1,31.01,47,2
250089209,7.25,32.88,46,3
250089276,5.62,29.07,46,2
250128222,6.95,32.06,45,3
250198119,6.02,32.82,45,2
250136445,6.36,29.58,45,1
250180309,6,30.82,45,1
250194557,5.91,30.8,45,1
250088039,5.71,27.89,45,1
250105681,5.64,31.37,45,1
250165236,5.39,31.86,45,1
1902445,2.79,22.43,45,1
250121972,6.95,28.3,44,2
50327423,6.51,31.07,44,2
250181428,6.21,32.87,44,2
250041771,7.06,29.99,43,3
250153634,7.13,32.11,43,2
250200298,7.36,28.81,42,3
250172227,5.37,31.5,42,1
250122746,5.99,30.65,41,2
250006998,6.38,30.97,40,2
250185976,5.47,33.16,40,2
250161881,7.1,30.76,39,3
250024795,5.36,34.09,39,2
250177333,3.14,23.15,39,1
107044,5.4,28.25,38,3
250132465,6.57,31.13,38,2
250087967,4.65,32.45,36,2
250056189,5.2,31.64,36,1
250117471,6.06,30.01,35,3
250067749,5.31,24.46,35,2
250196664,6.08,30.84,34,2
250196665,5.11,29.82,34,2
250091841,6.67,32.1,33,3
250041564,5.43,26.0,33,2
250121536,5.01,32.0,31,2
1906511,3.73,27.63,31,2
250198274,5.36,33.36,29,3
250099399,3.61,28.66,29,1
1909868,4.13,33.07,28,2
250086709,4.18,28.02,28,2
250138626,3.53,29.81,28,1
250171667,3.52,31.23,27,1
250077644,3.43,31.98,27,1
250055109,4.87,29.7,26,2
250058215,4.6,32.24,26,2
250144964,3.44,29.29,26,1
250164004,3.02,33.4,26,1
250123428,3.73,32.8,22,2
250166680,3.41,32.47,22,1
250050416,2.99,27.09,22,1
250187620,3.82,30.82,21,3
250143669,1.59,26.13,21,1
250055216,1.25,32.06,21,1
250163186,5.07,31.14,20,3
250193534,3.52,32.82,20,2
250110159,3.28,29.46,20,2
250181082,2.86,25.66,19,2
250187067,2.63,28.18,19,1
250127024,2.43,30.15,19,1
250198120,2.14,33.0,19,1
250138982,3.69,30.18,18,2
250175393,3.06,31.66,18,1
250058218,2.81,25.3,18,1
250134190,2.54,28.9,18,1
250096737,2.97,31.12,17,2
250130771,2.41,31.34,17,1
250118912,2.85,28.44,16,2
250196663,2.61,33.06,16,1
250174602,2.47,30.75,16,1
250056982,2.45,27.17,16,1
250029862,2.2,29.8,16,1
250187899,3.97,31.79,15,3
250135607,2.56,30.87,15,2
250182794,2.61,30.22,15,1
250200307,2.45,28.44,15,1
250081720,2.08,28.47,15,1
250139101,3.28,32.35,14,3
250159294,2.53,33.41,14,1
250170137,2.5,32.35,14,1
250169763,3.41,27.18,13,2
250161761,2.59,33.64,12,2
250199913,1.97,28.39,12,1
250010259,1.73,28.92,12,1
250198122,1.66,27.85,12,1
250004986,1.63,26.69,12,1
250107089,2.04,27.88,11,1
250197801,1.74,33.65,11,1
250164781,1.7,32.14,11,1
250103561,1.41,28.79,11,1
250042521,2.86,29.11,10,2
250177597,2.21,28.15,10,1
250183510,1.98,30.44,10,1
250165221,1.47,34.62,10,1
250054393,0.67,20.81,10,1
1906553,2.86,29.44,9,2
250137395,1.94,29.33,9,1
250161142,1.68,28.97,9,1
250116699,1.22,26.41,9,1
250098468,1.98,29.38,8,1
250197800,1.58,29.55,8,1
250168996,1.47,26.98,8,1
250061589,1.74,26.95,7,1
250172594,1.23,25.67,7,1
250133903,1.13,28.0,7,1
250089626,2.25,27.45,6,2
250190378,1.26,33.64,6,1
250139255,1.16,25.07,5,1
250140936,1.07,22.57,4,1
250187793,0.97,28.55,4,1
250116759,1,29.19,3,1
250138999,0.89,27.47,3,1
250128391,0.73,26.8,2,1
250126267,0.65,28.22,2,1
250154309,1.02,26.67,1,1
250087431,0.98,28.29,1,1
250134952,0.9,27.86,1,1
250189107,0.78,30.61,1,1
250090398,0.73,29.62,1,1
250097935,0.71,25.88,1,1
250193442,0.33,22.44,1,1
93443,,,,
69178,,,,
250204164,,,,
250202692,,,,
250201731,,,,
250201718,,,,
250200248,,,,
250199905,,,,
250199900,,,,
250199899,,,,
250199543,,,,
250199225,,,,
250198502,,,,
250198498,,,,
250197866,,,,
250196593,,,,
250196587,,,,
250196584,,,,
250196581,,,,
250196544,,,,
250196542,,,,
250195173,,,,
250194271,,,,
250193410,,,,
250192873,,,,
250192699,,,,
250192405,,,,
250192269,,,,
250190780,,,,
250190776,,,,
250190774,,,,
250190375,,,,
250190117,,,,
250189610,,,,
250189230,,,,
250189174,,,,
250189136,,,,
250188470,,,,
250188129,,,,
250187771,,,,
250186116,,,,
250185049,,,,
250184504,,,,
250183894,,,,
250183341,,,,
250182971,,,,
250180810,,,,
250180112,,,,
250180059,,,,
250179734,,,,
250179137,,,,
250179078,,,,
250178085,,,,
250178076,,,,
250178067,,,,
250177933,,,,
250177819,,,,
250177612,,,,
250177593,,,,
250177426,,,,
250177381,,,,
250176532,,,,
250176488,,,,
250176477,,,,
250176229,,,,
250176213,,,,
250176212,,,,
250176188,,,,
250174995,,,,
250174331,,,,
250172534,,,,
250171662,,,,
250171659,,,,
250171100,,,,
250170952,,,,
250170141,,,,
250170133,,,,
250170117,,,,
250169918,,,,
250169894,,,,
250169891,,,,
250169577,,,,
250169576,,,,
250168729,,,,
250168060,,,,
250166787,,,,
250165547,,,,
250164989,,,,
250164740,,,,
250164626,,,,
250164169,,,,
250164068,,,,
250164054,,,,
250163658,,,,
250163505,,,,
250163224,,,,
250162627,,,,
250162176,,,,
250160990,,,,
250160835,,,,
250154458,,,,
250154332,,,,
250154301,,,,
250153773,,,,
250153677,,,,
250153412,,,,
250153408,,,,
250150470,,,,
250148144,,,,
250144288,,,,
250139387,,,,
250139028,,,,
250138956,,,,
250138950,,,,
250138635,,,,
250138623,,,,
250138286,,,,
250138239,,,,
250137521,,,,
250135608,,,,
250135499,,,,
250135497,,,,
250129928,,,,
250129831,,,,
250127502,,,,
250127149,,,,
250127130,,,,
250124400,,,,
250123440,,,,
250123020,,,,
250118962,,,,
250118787,,,,
250117408,,,,
250116069,,,,
250113263,,,,
250109859,,,,
250109381,,,,
250109378,,,,
250108031,,,,
250106979,,,,
250106880,,,,
250105664,,,,
250104128,,,,
250104101,,,,
250103498,,,,
250101698,,,,
250096761,,,,
250088389,,,,
250088122,,,,
250088117,,,,
250087542,,,,
250086637,,,,
250082738,,,,
250082625,,,,
250081634,,,,
250079522,,,,
250074072,,,,
250070418,,,,
250069830,,,,
250067821,,,,
250066521,,,,
250065307,,,,
250064310,,,,
250061507,,,,
250058260,,,,
250058121,,,,
250056861,,,,
250056735,,,,
250042779,,,,
250042778,,,,
250041563,,,,
250040599,,,,
250022366,,,,
250017814,,,,
250015753,,,,
250011071,,,,
250000104,,,,
108501,,,,
103827,,,,
101585,,,,
