id_player,passing_accuracy(%),passes_attempted,passes_completed,crossing_accuracy(%),crosses_attempted,crosses_completed,free_kick_taken,matches_appearance
250101313,87.34,54,45,33.34,6,2,0,3
250163447,87.34,50,45,0,2,0,0,3
250196665,87.34,22,19,0,0,0,0,3
250101201,87.25,118,100,0,0,0,3,4
250181680,87.2,286,252,14.29,7,1,9,5
250172672,87.2,252,220,28.58,7,2,8,5
250046522,87.2,235,205,30.77,13,4,5,5
250160436,87.2,202,176,40,20,8,2,5
250024349,87.2,135,118,25,4,1,5,5
250139445,87,235,207,25,8,2,0,5
250081921,87,192,173,0,1,0,5,5
250058227,87,166,142,13.34,15,2,5,5
250106967,87,148,128,33.34,9,3,2,4
250055957,87,131,120,100,1,1,1,4
250113237,87,130,116,0,5,0,5,4
250132829,87,94,82,30.77,13,4,2,3
250080572,87,36,30,0,1,0,0,4
250197264,87,26,21,0,4,0,0,2
250107477,86.8,300,277,0,0,0,7,5
250119677,86.8,236,209,40,5,2,8,5
250112969,86.8,172,152,0,1,0,3,5
250146610,86.8,72,58,0,1,0,1,5
250088150,86.75,43,36,0,0,0,3,4
250153701,86.75,22,19,0,0,0,0,4
250122187,86.67,113,98,0,0,0,5,3
250077750,86.67,107,93,0,0,0,7,3
250117511,86.67,57,51,0,0,0,1,3
74699,86.6,211,190,5.89,17,1,7,5
250058258,86.6,195,167,25,8,2,9,5
250024370,86.6,186,166,40,5,2,1,5
250132811,86.6,127,110,0,1,0,0,5
250063984,86.6,116,97,12.5,8,1,0,5
250115436,86.6,111,96,50,2,1,3,5
250154302,86.5,87,78,0,0,0,0,2
250015966,86.5,72,65,20,10,2,1,4
250164004,86.5,44,38,0,2,0,3,2
250099180,86.5,44,38,0,1,0,0,4
250187671,86.5,17,13,0,1,0,0,2
250121149,86.4,160,139,0,2,0,4,5
250104939,86.34,54,47,33.34,3,1,2,3
250172340,86.34,39,31,0,0,0,1,3
250148830,86.25,144,124,0,1,0,4,4
250054949,86.25,91,77,33.34,3,1,0,4
250020850,86.25,39,33,0,0,0,1,4
250136465,86.2,343,303,10.53,19,2,7,5
250171184,86.2,196,170,5.56,18,1,2,5
250087102,86.2,191,165,0,0,0,4,5
250019498,86,209,179,28.58,14,4,3,5
250052554,86,186,160,0,3,0,5,4
250168990,86,172,150,0,6,0,3,4
250172668,86,116,100,25,4,1,1,5
250024448,86,115,99,9.1,11,1,3,2
250139036,86,113,99,100,1,1,2,2
250112974,86,110,94,75,4,3,1,5
250135416,86,107,97,20,5,1,1,4
250080553,86,84,73,0,0,0,0,5
250058270,86,73,62,33.34,12,4,4,3
250024456,86,68,60,0,1,0,1,4
250105890,86,44,38,40,5,2,1,1
250090955,86,39,33,0,0,0,5,2
250199902,86,29,25,100,1,1,2,1
250103561,86,7,6,0,0,0,1,1
250127538,85.75,120,103,20,5,1,3,4
250056982,85.67,51,44,0,3,0,5,3
250091841,85.67,18,15,0,0,0,0,3
250134536,85.6,238,203,18.19,11,2,6,5
250101557,85.6,210,182,0,0,0,15,5
250098471,85.6,168,143,22.73,22,5,12,5
250080461,85.5,64,54,0,0,0,7,2
250061721,85.4,159,140,0,1,0,5,5
250140940,85.4,144,124,23.08,13,3,10,5
250104089,85.34,42,38,0,0,0,2,3
250090766,85.2,267,228,25,28,7,2,5
250061027,85,197,169,66.67,3,2,3,5
250040573,85,172,148,0,0,0,11,5
250130786,85,153,131,0,0,0,3,5
250101727,85,148,127,100,1,1,4,5
250198114,85,81,69,0,0,0,1,3
250174737,85,48,41,0,0,0,2,1
250144964,85,20,17,0,1,0,0,1
250025791,84.8,239,201,0,0,0,6,5
250041626,84.8,232,206,0,1,0,5,5
250091290,84.8,121,103,28.58,7,2,1,5
250132886,84.75,144,126,0,1,0,5,4
250154416,84.75,131,114,100,1,1,2,4
250177722,84.75,83,71,0,1,0,3,4
250071671,84.75,60,49,0,3,0,2,4
250156002,84.67,143,123,0,2,0,3,3
250164780,84.67,56,46,0,1,0,2,3
250016616,84.6,190,167,0,1,0,10,5
250104075,84.6,157,133,42.86,7,3,2,5
250104066,84.6,154,125,0,1,0,0,5
250087938,84.6,145,123,50,2,1,0,5
250066739,84.5,192,163,12.5,8,1,8,4
250174822,84.5,151,130,27.28,22,6,0,4
250098468,84.5,38,27,100,2,2,1,2
250068805,84.5,35,29,0,0,0,0,4
250170117,84.5,20,17,0,1,0,0,2
250027780,84.4,163,133,37.5,8,3,2,5
250106722,84.25,124,106,0,2,0,6,4
250081555,84.25,51,43,66.67,3,2,0,4
250019616,84.2,58,49,25,4,1,1,5
250119181,84,246,205,20,20,4,5,5
250124006,84,169,142,0,0,0,11,5
250134320,84,119,103,0,1,0,2,5
250117405,84,107,90,5.56,18,1,0,4
250081931,84,45,38,0,0,0,1,1
250080471,84,21,18,0,0,0,0,2
250165236,84,19,16,0,0,0,1,1
250089228,83.8,137,115,12.5,8,1,1,5
250153402,83.8,106,88,25,8,2,0,5
250101472,83.75,67,58,0,1,0,0,4
250058722,83.75,41,33,20,5,1,0,4
250143328,83.67,55,48,0,2,0,0,3
250105167,83.6,33,26,0,0,0,0,5
250107324,83.6,27,23,0,2,0,0,5
250132323,83.5,200,170,14.29,7,1,7,4
250169265,83.5,93,80,0,0,0,2,2
250068733,83.5,91,77,0,0,0,3,4
250074010,83.5,88,68,0,4,0,6,4
250058218,83.5,31,26,0,2,0,0,2
250153945,83.4,277,237,45.46,11,5,4,5
250091175,83.25,62,55,33.34,6,2,0,4
250123695,83.2,272,230,37.5,24,9,5,5
250103758,83.2,36,29,0,1,0,0,5
250079541,83,130,110,0,0,0,5,4
250172673,83,127,106,33.34,9,3,0,4
250127239,83,114,99,50,12,6,1,4
250063394,83,78,59,0,0,0,0,3
250089289,83,66,52,0,1,0,0,5
250088039,83,54,44,0,2,0,0,2
